	Column1	query	text_id	hit_id	left	hit	right	LABEL	AGENCY	DOMAIN	REAL_AGENCY	BENEFICIARY	letter_id	period	year_of_writing	authenticity	relation	author_name	author_gender	author_relation_to_recipient	author_year_of_birth	author_age	recip_name	recip_gender	recip_relation_to_addressee	recip_year_of_birth	recip_age	CORRESPONDENCE	DECADE	Kolom1	query_standardised
10418	33335	lord	JONES_012	JONES_012.869_869	that plea for not remembering an old acquaintance in above two yeares time , however , I confesse the duty runnes retrograde in these outward expressions of Respects , and I have been fayling in mind towards him : I am confident he hath made good his promisse of often minding me and the rest that came to Ireland at the throne of grace , and y=t= y=e= efficacy of such prayors and wrestlings hath hithertoe preserved us . The	Lord	guide you by his spiritt to lay out yourselfe for him according to the opportunity he putts into your hands ) in a spiritt of meekness , humility , and sobriety , and teach you to enquire every stepp you goe , whether this be the way of the Lord and whether you are ledd by his councell to what you undertake . Your very faithfull and reall Servant , Jo. Jones . Dublin , 22=nd= January , 1652	BODY	PRAYER	RELIGION	ADDRESSEE	ADDRESSEE	JONES_012	E3	1652.0	UNKNOWN	FAMILY_OTHER	JOHN_JONES	MALE	_	1597?	55?	HENRY_CROMWELL_2	MALE	_	1628	24	JONES	1650	12.0	LORD
10434	33351	lord	JONES_014	JONES_014.615_615	I can truly and freely say that although I account it the greatest earthly favor attaynable by me to be thought worthy by the Parliam=t= to be Imployed in theire service ( wherein I hope through grace to be found faithful ) , yett I $can $not {TEXT:cannot} take much comfort in any Imploym=t= for which I am not fittly Qualified ; and I believe the rest of my fellow Com=rs= are of the same minde , I beseech y=e=	Lord	Jehova to guide you in your walkings before him to manifest unto you more and more of his Eternall love , and free grace in Christ , to fill your heart with a Speritt of Humility , and the feare of his greate name , and to purg you of all rising thoughts or desier of greate things in the world , w=ch= I finde to be close and dangerous snares , attending high Imploym=ts= . I shall add	BODY	PRAYER	RELIGION	GOD	ADDRESSEE	JONES_014	E3	1652.0	UNKNOWN	FRIEND	JOHN_JONES	MALE	_	1597?	55?	THOMAS_HARRISON	MALE	_	1606	46	JONES	1650	14.0	LORD
10440	33357	lord	JONES_015	JONES_015.289_289	of his children were visited , Poore Colonell Barrow continues still in y=e= hands of cruell bloody men , who will not release him under <font> l </font> ransome , or pardon to them for their murders , I desire in y=e= behalfe of y=e= servants of God here that our ffellow members with you doe earnestly seeke the Lord on our behalfes , that his mind may be revealed unto us in these his reproofs , and that the	Lord	may deliver such of his servants as are now cast unto y=e= furnace of aflic~con . It is good at all times , ( but especially when the Lord appeares terrible to y=e= children of men by his judgm=ts= ) to be striving and wrestling with the Lord for a spirit of prayer , of humility , of love , and of y=e= feare of y=e= Lord w=ch= proceedeth from love . It is good then to be dwelling	BODY	PRAYER	RELIGION	GOD	OH	JONES_015	E3	1652.0	UNKNOWN	FRIEND	JOHN_JONES	MALE	FRIEND	1597?	55?	MORGAN_LLOYD	MALE	FRIEND	_	_	JONES	1650	15.0	LORD
10444	33361	lord	JONES_015	JONES_015.498_498	, and esteemed yokes , not priviledges , from whence must follow a fearfull and a hideous falling downe into the sea of perdition , these things I menc~on , because some such wee have in Ireland , Lt. Col. Bowen is gone soe farr in that way , that he is become a professed Atheist , and is shortly to come to his trial for y=e= same , there be some others of that way towards Corke , the	Lord	helpe us to watch over our spiritts , and to disserne this spirit of Delusion , this Dragons Tayle , that strikes soe many professors out of y=e= Church , whose fall shakes , and darkens heaven , makes poore weake saints stagger , I have not time to enlarge , nor to write to my boy , nor other friends at present , I desire you to remember me to them . The Lord give you much comfort	BODY	PRAYER	POLITICS	WRITER AND OH	WRITER AND OH	JONES_015	E3	1652.0	UNKNOWN	FRIEND	JOHN_JONES	MALE	FRIEND	1597?	55?	MORGAN_LLOYD	MALE	FRIEND	_	_	JONES	1650	15.0	LORD
10449	33366	lord	JONES_016	JONES_016.98_98	the Bearer ( being a ffalken and a Tassell ) , if they come not to y=r= hands in good condic~on , I desire he may not Receave any incouradgm=t= by yo=r= bounty towards him . As to the hopefullness of theire being as serviceable as usually creatures of theire kind are . I must wholely depend <P_211> upon my good friend y=t= helpes mee toe them , not haveing any judgment to decerne the goodness of them : The	Lord	keepe your Speritt constantly upon the wing y=t= the marrow and substance of your delight may be above any Earthly creatures or comforts , and that those greate Endowments which God hath qualifyed you with to decerne of things beyond the ordinary Pitch of men , may not be like your high flown Hawkes , who although they be carryed up farr above the Earth , yet they have theire backes towards heaven , and theire Eyes are fixed	BODY	PRAYER	RELIGION	ADDRESSEE	ADDRESSEE	JONES_016	E3	1652.0	UNKNOWN	OTHER	JOHN_JONES	MALE	_	1597?	55?	RICHARD_SALWEY[?]	MALE	_	1615?	37?	JONES	1650	16.0	LORD
10467	33384	lord	JONES_017	JONES_017.593_593	and professedly Act in as the enjoym=t= of that liberty , and Priveledg which the Perfection entitles them unto . Truly many of those we have heard off , and some of them we met with in Ireland , and I believe that the knowledg and report of <P_213> these things have bredd Jelouses in many well meaning people that what to them seemes new ( although an Evangelical truth ) proceeds from a Speritt of a Delusion , the	Lord	keepe us close in the sure word of truth in our walkeings that the ordinances of Christ which are as soe many Spirituall Buoys , to Direct us in the right Channell , may not be esteemed nugatory and of noe force nor advance above theire due Latitude , as the Papists doe I would have binne glade to have seene what is in printe questionless it may be guessed from what Speritt , and from what hand it	BODY	PRAYER	RELIGION	WRITER AND ADDRESSEE	WRITER AND ADDRESSEE	JONES_017	E3	1652.0	UNKNOWN	FRIEND	JOHN_JONES	MALE	FRIEND	1597?	55?	MORGAN_LLOYD	MALE	FRIEND	_	_	JONES	1650	17.0	LORD
10469	33386	lord	JONES_017	JONES_017.698_698	, to Direct us in the right Channell , may not be esteemed nugatory and of noe force nor advance above theire due Latitude , as the Papists doe I would have binne glade to have seene what is in printe questionless it may be guessed from what Speritt , and from what hand it proceeded , lett Patience worke and you shall see that shame will be the reward of the Authors and promoters of these lyes . The	Lord	reward your great love and kindness to my boy and give strength to ( my deare friend ) your wife : I thanke you for your freedome with mee as to Marriage , I desire to know from whom and of whom the report you mention came , and for your satisfac~con I doe really profess unto you that since the departure of my deare wife ( of most pretious memory ) I have not seene nor do I	BODY	PRAYER	SOCIAL	GOD	ADDRESSEE	JONES_017	E3	1652.0	UNKNOWN	FRIEND	JOHN_JONES	MALE	FRIEND	1597?	55?	MORGAN_LLOYD	MALE	FRIEND	_	_	JONES	1650	17.0	LORD
10473	33574	lord	JONES_041	JONES_041.666_666	reason why I have given you this trouble , and am raised to this confidence y=t= you will regard w=t= is here written , although from one who is very little , if at all , knowne unto you ; and if , in y=e= mean time , you would aford me something of yo=r= thoughts touching y=e= before menc~oned perticulars which trouble and distract y=e= church of Christ heere , I wuld esteem it a speciall favour from the	Lord	, and much of Christian freindshipp from you . Yo=r= affec~ionat freind , Really to serve you in the ways and Bowells of Christ , Jo. Jones . Dublin , 29th Sept. , 1658 . 	BODY	RESIGNATION	COMMUNICATION	0	0	JONES_041	E3	1658.0	UNKNOWN	OTHER	JOHN_JONES	MALE	_	1597?	61?	PETER_STERRY	MALE	_	_	_	JONES	1650	41.0	LORD
10479	33396	lord	JONES_020	JONES_020.110_110	and soe exceeding hast ( att a Com=ttee= of Parliament where good Mr. Brooke was desired to be outed because he would not baptize , bury dead , and accept wicked persons to breake bread ) that I could scarce tell w=t= I wrote , and had not time to conclude itt . I have now inclosed Mr. Frakes to you , w=ch= should have come sooner , but hee told mee hee had beene disappointed . I hope the	Lord	will make yo=r= communion and intercourse usefull , and that prove I shall have cause to blesse him , in being a hand betweene you . I entreated his unsealed , for the favo=r= and helpe of perusing . Wee are in daily expectation of engagement with the Dutch , Blake yesterday certefying us that some of his men had discovered saile a making upp towards him . That in the evening from a steeple w=ch= hath advantage for	BODY	PRAYER	RELIGION	GOD	ADDRESSEE	JONES_020	E3	1652.0	UNKNOWN	FRIEND	THOMAS_HARRISON	MALE	_	1606	46	JOHN_JONES	MALE	_	1597?	55?	JONES	1650	20.0	LORD
10480	33397	lord	JONES_020	JONES_020.214_214	betweene you . I entreated his unsealed , for the favo=r= and helpe of perusing . Wee are in daily expectation of engagement with the Dutch , Blake yesterday certefying us that some of his men had discovered saile a making upp towards him . That in the evening from a steeple w=ch= hath advantage for itt , was desirned <em> vessels . </em> They are merchantmen in generall , and the rest are theire convoy , but hope the	Lord	will cause them to enforce us , or ours enforce them to fight . Manie of the Lord 's deare servants long for engagem=t= care not for the inequalitie to $numbers knowing the cause engaged , and who is for us . A sweet spiritt of praier begins to issue forth , and some hope will never againe decline . If you are not free to see London this winter without a very speciall call , where I thinke	BODY	PRAYER	POLITICS	OH DIRECT	WRITER AND OH	JONES_020	E3	1652.0	UNKNOWN	FRIEND	THOMAS_HARRISON	MALE	_	1606	46	JOHN_JONES	MALE	_	1597?	55?	JONES	1650	20.0	LORD
10489	33406	lord	JONES_022	JONES_022.31_31	To Col=l= Philip Jones , one of y=e= Coun~ell , Deare ffreind , Thy Brother gives me a cordiall acco=t= of your retaining mee in your memory . I blesse the	Lord	that any who feare him have mee in the least measure in their thoughts for good unto mee . Your greate and hon=ble= Imploym=t= doth necessarily free you from those intercourses which your friends at other times might expect as a favour from you , yet themselves are more obliged then formerly to com~unicate unto you what the Lord shall putt upon their spirits for y=e= strengthening you in your performance of that high trust com~itted to you ,	BODY	PRAYER	RELIGION	OH INDIRECT	WRITER	JONES_022	E3	1653.0	UNKNOWN	OTHER	JOHN_JONES	MALE	_	1597?	56?	PHILIP_JONES	MALE	_	1617?	36?	JONES	1650	22.0	LORD
10493	33410	lord	JONES_022	JONES_022.298_298	alterac~on . ffor my owne p=t= I am very willing to act under this Goverment those trusts that the Lord hath or shall lay upon mee , for the good and service of my country , soe long as the authority ( under w=ch= I am ) judge mee any way serviceable ; and when I shall be thought an uselesse Instrum=t= I hope I shall willingly acquiesse and rejoyce in a private course of life , and that the	Lord	"will bring my gray head in peace to my grave , and I hope most of them that serve the Com~onwealth in Ireland have the same freedom of spirit in them . If the Governm=t= be soe Established as may produce the fruits of Righteousness , peace and love to the S'=ts= I am not solicitous what forme or shape it hath ,  when the righteous <P_220> are in authority the people rejoice , but when y=e= wicked"""	BODY	PRAYER	RELIGION	GOD	WRITER	JONES_022	E3	1653.0	UNKNOWN	OTHER	JOHN_JONES	MALE	_	1597?	56?	PHILIP_JONES	MALE	_	1617?	36?	JONES	1650	22.0	LORD
10500	33417	lord	JONES_022	JONES_022.870_870	to administer advice , my aime is to minde you of these thinges , as one who really and unfeignedly wisheth your welfare . It were presumc~on in mee to desire to be p'sented to him that is in Cheife Authority and is indeed in the front of danger , and sett up as a Butt for envy and malice to shoote at , but truly he is remembred in my prayers with a trembling heart for him . The	Lord	preserve him in an humble , meeke and patient frame of Spirit , zealous for Christ and cause and people . If you send mee one lyne to reprove mee for being thus troublesome to you I shall esteeme it a favour to Your antient faithfull friend ( though I $can $not {TEXT:cannot} say most humble ) servant , J. Jones . Dublin , 13=th= January , 1653 . 	BODY	PRAYER	SOCIAL	GOD	OH	JONES_022	E3	1653.0	UNKNOWN	OTHER	JOHN_JONES	MALE	_	1597?	56?	PHILIP_JONES	MALE	_	1617?	36?	JONES	1650	22.0	LORD
10517	33434	lord	JONES_026	JONES_026.264_264	his own power , begun to breake here who will not bow , and is going on ; whilst they are not free to owne his Dispensations , neither shall wee owne them , not because they are o=r= Enemies , but o=r= Lords . I have heard of some failing of Captaine Price ; I hint itt that you maie not trust too farre . Praie much for us , and that o=r= worke maie be accepted of the	Lord	and his people ; if wee displease not there wee care not , though wee wish to doe good to and refresh all . My endeared love to yo=r= selfe and all Saints . Yo=rs= T. H. daie , 2=d= month , 53 . 	BODY	PRAYER	RELIGION	GOD	WRITER AND ADDRESSEE	JONES_026	E3	1653.0	UNKNOWN	FRIEND	THOMAS_HARRISON	MALE	_	1606	47	JOHN_JONES	MALE	_	1597?	56?	JONES	1650	26.0	LORD
10524	33441	lord	JONES_027	JONES_027.285_285	though itt were by lott . Yo=r= lines are very acceptable here to manie , full of councell and encouragem=t= as oft therefore as the Lord minds you of us send a word . Wee are waiting on the Lord of Hoasts for his returne from sea , a thorough stroak there might bee very teaching and confirming of his poore servants ; then perhaps for France , Bourdeux having sent agents to crave aid against theire King . The	Lord	give us heartes suitable to the time and workes done . My deare love and service to you and yo=rs=. T. H . Whitehall , 17=th= 3 m. , 53 . 	BODY	PRAYER	POLITICS	WRITER AND ADDRESSEE	WRITER AND ADDRESSEE	JONES_027	E3	1653.0	UNKNOWN	FRIEND	THOMAS_HARRISON	MALE	_	1606	47	JOHN_JONES	MALE	_	1597?	56?	JONES	1650	28.0	LORD
10535	33452	god	JONES_031	JONES_031.51_51	To Mr. Courtney . Deare Friend , Yo=rs= of the 7=th= present , and therein the testimony of the Lord 's blessed presence with us and our cause in the last fight , betwixt the ffleets at Sea , hath much raised our spirits to a rejoicing frame . The Lord	God	give us meaknesse humbly to walke worthy of such mercys , and direct such as have the power of the Nation in their hands to improve the appearances of the Lord with them , to the praise of his greate name , and to the pulling down of the Mann of Sin and its tiranicall and wicked powers , as well in the hearts and spirits of his people ( driving them to bitter disputes <P_236> and dividing principles	BODY	PRAYER	WARFARE	WRITER	WRITER	JONES_031	E3		UNKNOWN	FRIEND	JOHN_JONES	MALE	FRIEND	1597?	56?	MR_COURTNEY	MALE	FRIEND	_	_?	JONES	0	31.0	GOD
